year,region,division,state,population,group,subgroup,metric,val,upper,lower
2017,South,West South Central,Oklahoma,3919101.042,Payer,Medicare,Spending per capita,2110,2366,1847
2017,South,West South Central,Oklahoma,3919101.042,Payer,Medicare,Standardized spending per capita,1815,2042,1583
2017,South,West South Central,Oklahoma,3919101.042,Payer,OOP and other payers,Spending per capita,2565,3036,2124
2017,South,West South Central,Oklahoma,3919101.042,Payer,OOP and other payers,Standardized spending per capita,2925,3475,2439
2017,South,West South Central,Oklahoma,3919101.042,Payer,Private,Spending per capita,2925,3557,2312
2017,South,West South Central,Oklahoma,3919101.042,Payer,Private,Standardized spending per capita,3382,4129,2672
2017,South,West South Central,Oklahoma,3919101.042,TOC,Dental,Spending per capita,386,401,371
2017,South,West South Central,Oklahoma,3919101.042,TOC,Home health,Spending per capita,243,308,185
2017,South,West South Central,Oklahoma,3919101.042,TOC,Hospital,Spending per capita,3786,3890,3683
2017,South,West South Central,Oklahoma,3919101.042,TOC,Other TOC,Spending per capita,563,637,500
2017,South,West South Central,Oklahoma,3919101.042,TOC,Other professional,Spending per capita,310,329,292
2017,South,West South Central,Oklahoma,3919101.042,TOC,Pharmaceuticals,Spending per capita,1375,1516,1237
2017,South,West South Central,Oklahoma,3919101.042,TOC,Physician/clinical services,Spending per capita,1910,1971,1851
2017,South,West South Central,Oklahoma,3919101.042,TOC,Skilled nursing,Spending per capita,453,479,429
2017,South,West South Central,Oklahoma,3919101.042,Total,Total,Spending per capita,9026,9135,8917
2017,South,West South Central,Oklahoma,3919101.042,Total,Total,Standardized spending per capita,10005,10153,9842
2017,South,West South Central,Texas,28097399.17,Payer,Medicaid,Spending per capita,1320,1486,1186
2017,South,West South Central,Texas,28097399.17,Payer,Medicaid,Standardized spending per capita,1480,1665,1326
2017,South,West South Central,Texas,28097399.17,Payer,Medicare,Spending per capita,1839,2009,1683
2017,South,West South Central,Texas,28097399.17,Payer,Medicare,Standardized spending per capita,2294,2509,2096
2017,South,West South Central,Texas,28097399.17,Payer,OOP and other payers,Spending per capita,2128,2413,1865
2017,South,West South Central,Texas,28097399.17,Payer,OOP and other payers,Standardized spending per capita,2858,3241,2500
2017,South,West South Central,Texas,28097399.17,Payer,Private,Spending per capita,3081,3396,2751
2017,South,West South Central,Texas,28097399.17,Payer,Private,Standardized spending per capita,3408,3754,3042
2017,South,West South Central,Texas,28097399.17,TOC,Dental,Spending per capita,327,345,308
2017,South,West South Central,Texas,28097399.17,TOC,Home health,Spending per capita,308,346,277
2017,South,West South Central,Texas,28097399.17,TOC,Hospital,Spending per capita,3328,3537,3108
2017,South,West South Central,Texas,28097399.17,TOC,Other TOC,Spending per capita,536,602,472
2017,South,West South Central,Texas,28097399.17,TOC,Other professional,Spending per capita,273,347,209
2017,South,West South Central,Texas,28097399.17,TOC,Pharmaceuticals,Spending per capita,1286,1437,1139
2017,South,West South Central,Texas,28097399.17,TOC,Physician/clinical services,Spending per capita,1974,2073,1883
2017,South,West South Central,Texas,28097399.17,TOC,Skilled nursing,Spending per capita,336,363,312
2017,South,West South Central,Texas,28097399.17,Total,Total,Spending per capita,8368,8405,8331
2017,South,West South Central,Texas,28097399.17,Total,Total,Standardized spending per capita,10198,10261,10132
2018,Midwest,East North Central,Illinois,12847241.63,Payer,Medicaid,Spending per capita,1478,1971,1061
2018,Midwest,East North Central,Illinois,12847241.63,Payer,Medicaid,Standardized spending per capita,1559,2075,1115
2018,Midwest,East North Central,Illinois,12847241.63,Payer,Medicare,Spending per capita,2065,2308,1830
2018,Midwest,East North Central,Illinois,12847241.63,Payer,Medicare,Standardized spending per capita,2130,2390,1891
2018,Midwest,East North Central,Illinois,12847241.63,Payer,OOP and other payers,Spending per capita,2468,2920,2022
2018,Midwest,East North Central,Illinois,12847241.63,Payer,OOP and other payers,Standardized spending per capita,2881,3416,2341
2018,Midwest,East North Central,Illinois,12847241.63,Payer,Private,Spending per capita,3791,4219,3349
2018,Midwest,East North Central,Illinois,12847241.63,Payer,Private,Standardized spending per capita,3788,4225,3345
2018,Midwest,East North Central,Illinois,12847241.63,TOC,Dental,Spending per capita,410,458,366
2018,Midwest,East North Central,Illinois,12847241.63,TOC,Home health,Spending per capita,270,301,241
2018,Midwest,East North Central,Illinois,12847241.63,TOC,Hospital,Spending per capita,4127,4242,4002
2018,Midwest,East North Central,Illinois,12847241.63,TOC,Other TOC,Spending per capita,675,814,546
2018,Midwest,East North Central,Illinois,12847241.63,TOC,Other professional,Spending per capita,410,444,375
2018,Midwest,East North Central,Illinois,12847241.63,TOC,Pharmaceuticals,Spending per capita,1148,1292,1014
2018,Midwest,East North Central,Illinois,12847241.63,TOC,Physician/clinical services,Spending per capita,2187,2285,2095
2018,Midwest,East North Central,Illinois,12847241.63,TOC,Skilled nursing,Spending per capita,574,595,555
2018,Midwest,East North Central,Illinois,12847241.63,Total,Total,Spending per capita,9802,9886,9718
2018,Midwest,East North Central,Illinois,12847241.63,Total,Total,Standardized spending per capita,10581,10691,10475
2018,Midwest,East North Central,Indiana,6746610.066,Payer,Medicaid,Spending per capita,1636,2251,1122
2018,Midwest,East North Central,Indiana,6746610.066,Payer,Medicaid,Standardized spending per capita,1743,2428,1188
2018,Midwest,East North Central,Indiana,6746610.066,Payer,Medicare,Spending per capita,2241,2506,2001
2018,Midwest,East North Central,Indiana,6746610.066,Payer,Medicare,Standardized spending per capita,2053,2286,1826
2018,Midwest,East North Central,Indiana,6746610.066,Payer,OOP and other payers,Spending per capita,2992,3473,2561
2018,Midwest,East North Central,Indiana,6746610.066,Payer,OOP and other payers,Standardized spending per capita,3457,4009,2918
2018,Midwest,East North Central,Indiana,6746610.066,Payer,Private,Spending per capita,3190,3624,2720
2018,Midwest,East North Central,Indiana,6746610.066,Payer,Private,Standardized spending per capita,3814,4364,3241
2018,Midwest,East North Central,Indiana,6746610.066,TOC,Dental,Spending per capita,374,413,338
2018,Midwest,East North Central,Indiana,6746610.066,TOC,Home health,Spending per capita,220,250,191
2018,Midwest,East North Central,Indiana,6746610.066,TOC,Hospital,Spending per capita,4372,4539,4198
2018,Midwest,East North Central,Indiana,6746610.066,TOC,Other TOC,Spending per capita,650,712,593
2018,Midwest,East North Central,Indiana,6746610.066,TOC,Other professional,Spending per capita,289,306,274
2018,Midwest,East North Central,Indiana,6746610.066,TOC,Pharmaceuticals,Spending per capita,1325,1526,1135
2018,Midwest,East North Central,Indiana,6746610.066,TOC,Physician/clinical services,Spending per capita,2175,2287,2065
2018,Midwest,East North Central,Indiana,6746610.066,TOC,Skilled nursing,Spending per capita,651,696,611
2018,Midwest,East North Central,Indiana,6746610.066,Total,Total,Spending per capita,10058,10202,9914
2018,Midwest,East North Central,Indiana,6746610.066,Total,Total,Standardized spending per capita,11451,11679,11276
2018,Midwest,East North Central,Michigan,10045421.68,Payer,Medicaid,Spending per capita,1487,1707,1297
2018,Midwest,East North Central,Michigan,10045421.68,Payer,Medicaid,Standardized spending per capita,1599,1835,1385
2018,Midwest,East North Central,Michigan,10045421.68,Payer,Medicare,Spending per capita,2525,2826,2243
2018,Midwest,East North Central,Michigan,10045421.68,Payer,Medicare,Standardized spending per capita,2244,2511,1995
2018,Midwest,East North Central,Michigan,10045421.68,Payer,OOP and other payers,Spending per capita,2350,2942,1852
2018,Midwest,East North Central,Michigan,10045421.68,Payer,OOP and other payers,Standardized spending per capita,2675,3369,2084
2018,Midwest,East North Central,Michigan,10045421.68,Payer,Private,Spending per capita,3170,3744,2589
2018,Midwest,East North Central,Michigan,10045421.68,Payer,Private,Standardized spending per capita,3554,4190,2904
2018,Midwest,East North Central,Michigan,10045421.68,TOC,Dental,Spending per capita,424,448,402
2018,Midwest,East North Central,Michigan,10045421.68,TOC,Home health,Spending per capita,348,372,325
2018,Midwest,East North Central,Michigan,10045421.68,TOC,Hospital,Spending per capita,3974,4152,3780
2018,Midwest,East North Central,Michigan,10045421.68,TOC,Other TOC,Spending per capita,652,806,518
2018,Midwest,East North Central,Michigan,10045421.68,TOC,Other professional,Spending per capita,340,371,311
2018,Midwest,East North Central,Michigan,10045421.68,TOC,Pharmaceuticals,Spending per capita,1264,1526,1029
2018,Midwest,East North Central,Michigan,10045421.68,TOC,Physician/clinical services,Spending per capita,2010,2125,1888
2018,Midwest,East North Central,Michigan,10045421.68,TOC,Skilled nursing,Spending per capita,521,556,489
2018,Midwest,East North Central,Michigan,10045421.68,Total,Total,Spending per capita,9532,9600,9464
2018,Midwest,East North Central,Michigan,10045421.68,Total,Total,Standardized spending per capita,10456,10626,10324
2018,Midwest,East North Central,Ohio,11774387.97,Payer,Medicaid,Spending per capita,1773,2092,1484
2018,Midwest,East North Central,Ohio,11774387.97,Payer,Medicaid,Standardized spending per capita,1898,2261,1586
2018,Midwest,East North Central,Ohio,11774387.97,Payer,Medicare,Spending per capita,2327,2513,2143
2018,Midwest,East North Central,Ohio,11774387.97,Payer,Medicare,Standardized spending per capita,2061,2237,1898
2018,Midwest,East North Central,Ohio,11774387.97,Payer,OOP and other payers,Spending per capita,2738,3067,2444
2018,Midwest,East North Central,Ohio,11774387.97,Payer,OOP and other payers,Standardized spending per capita,3094,3490,2741
2018,Midwest,East North Central,Ohio,11774387.97,Payer,Private,Spending per capita,3309,3674,2952
2018,Midwest,East North Central,Ohio,11774387.97,Payer,Private,Standardized spending per capita,3732,4178,3311
2018,Midwest,East North Central,Ohio,11774387.97,TOC,Dental,Spending per capita,352,427,289
2018,Midwest,East North Central,Ohio,11774387.97,TOC,Home health,Spending per capita,325,355,297
2018,Midwest,East North Central,Ohio,11774387.97,TOC,Hospital,Spending per capita,4553,4763,4357
2018,Midwest,East North Central,Ohio,11774387.97,TOC,Other TOC,Spending per capita,804,995,641
2018,Midwest,East North Central,Ohio,11774387.97,TOC,Other professional,Spending per capita,277,300,256
2018,Midwest,East North Central,Ohio,11774387.97,TOC,Pharmaceuticals,Spending per capita,1155,1333,993
2018,Midwest,East North Central,Ohio,11774387.97,TOC,Physician/clinical services,Spending per capita,2045,2184,1904
2018,Midwest,East North Central,Ohio,11774387.97,TOC,Skilled nursing,Spending per capita,635,661,609
2018,Midwest,East North Central,Ohio,11774387.97,Total,Total,Spending per capita,10147,10313,9981
2018,Midwest,East North Central,Ohio,11774387.97,Total,Total,Standardized spending per capita,11143,11345,10986
2018,Midwest,East North Central,Wisconsin,5869787.936,Payer,Medicaid,Spending per capita,1496,1796,1230
2018,Midwest,East North Central,Wisconsin,5869787.936,Payer,Medicaid,Standardized spending per capita,1600,1928,1314
2018,Midwest,East North Central,Wisconsin,5869787.936,Payer,Medicare,Spending per capita,2006,2176,1840
2018,Midwest,East North Central,Wisconsin,5869787.936,Payer,Medicare,Standardized spending per capita,1969,2137,1804
2018,Midwest,East North Central,Wisconsin,5869787.936,Payer,OOP and other payers,Spending per capita,2588,3001,2182
2018,Midwest,East North Central,Wisconsin,5869787.936,Payer,OOP and other payers,Standardized spending per capita,2953,3446,2501
2018,Midwest,East North Central,Wisconsin,5869787.936,Payer,Private,Spending per capita,4155,4480,3826
2018,Midwest,East North Central,Wisconsin,5869787.936,Payer,Private,Standardized spending per capita,4435,4767,4082
2018,Midwest,East North Central,Wisconsin,5869787.936,TOC,Dental,Spending per capita,449,569,338
2018,Midwest,East North Central,Wisconsin,5869787.936,TOC,Home health,Spending per capita,290,354,233
2018,Midwest,East North Central,Wisconsin,5869787.936,TOC,Hospital,Spending per capita,4259,4386,4132
2018,Midwest,East North Central,Wisconsin,5869787.936,TOC,Other TOC,Spending per capita,575,650,507
2018,Midwest,East North Central,Wisconsin,5869787.936,TOC,Other professional,Spending per capita,307,339,281
2018,Midwest,East North Central,Wisconsin,5869787.936,TOC,Pharmaceuticals,Spending per capita,1269,1428,1121
2018,Midwest,East North Central,Wisconsin,5869787.936,TOC,Physician/clinical services,Spending per capita,2493,2579,2412
2018,Midwest,East North Central,Wisconsin,5869787.936,TOC,Skilled nursing,Spending per capita,602,710,504
2018,Midwest,East North Central,Wisconsin,5869787.936,Total,Total,Spending per capita,10244,10530,9958
2018,Midwest,East North Central,Wisconsin,5869787.936,Total,Total,Standardized spending per capita,11213,11328,11107
2018,South,East South Central,Alabama,4990449.932,Payer,Medicaid,Spending per capita,1167,1531,854
2018,South,East South Central,Alabama,4990449.932,Payer,Medicaid,Standardized spending per capita,1231,1621,896
2018,South,East South Central,Alabama,4990449.932,Payer,Medicare,Spending per capita,2394,2604,2192
2018,South,East South Central,Alabama,4990449.932,Payer,Medicare,Standardized spending per capita,2174,2369,1983
2018,South,East South Central,Alabama,4990449.932,Payer,OOP and other payers,Spending per capita,2174,2551,1790
2018,South,East South Central,Alabama,4990449.932,Payer,OOP and other payers,Standardized spending per capita,2397,2826,1970
2018,South,East South Central,Alabama,4990449.932,Payer,Private,Spending per capita,2682,3040,2327
2018,South,East South Central,Alabama,4990449.932,Payer,Private,Standardized spending per capita,3324,3777,2878
2018,South,East South Central,Alabama,4990449.932,TOC,Dental,Spending per capita,303,324,283
2018,South,East South Central,Alabama,4990449.932,TOC,Home health,Spending per capita,247,281,215
